imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0043989,Attente ai marinai!,Sailor Beware,1952,1952-02-09,"Comedy, Musical, Romance",108,USA,English,Hal Walker,"James B. Allardice, Martin Rackin",Wallis-Hazen,"Dean Martin, Jerry Lewis, Corinne Calvet, Marion Marshall, Robert Strauss, Leif Erickson, Don Wilson, Vince Edwards, Skip Homeier, Dan Barton, Mike Mahoney, Mary Treen","Although allergic to kissing girls, Seaman Melvin Jones, through a fluke TV appearance, gets the undeserved reputation of a great kisser dubbed ""Mr. Temptation"" and is pursued by amorous young females.",6.4,1091,,,,,14.0,7.0
tt0043992,Rotaie insanguinate,Santa Fe,1951,1951-04-01,Western,87,USA,English,Irving Pichel,"Kenneth Gamet, Donald G. Payne",Scott-Brown Productions,"Randolph Scott, Janis Carter, Jerome Courtland, Peter M. Thompson, John Archer, Warner Anderson, Roy Roberts, Billy House, Olin Howland, Allene Roberts, Jock Mahoney, Harry Cording, Sven Hugo Borg, Frank Ferguson, Irving Pichel","After their service in the Civil War, four brothers go their separate ways, but later find themselves on opposite sides of a final showdown.",6.2,787,,,,,10.0,10.0
tt0043994,Saturday's Hero,Saturday's Hero,1951,1951-09-10,"Drama, Sport",111,USA,English,David Miller,"Sidney Buchman, Millard Lampell",Columbia Pictures,"John Derek, Donna Reed, Sidney Blackmer, Alexander Knox, Elliott Lewis, Otto Hulett, Howard St. John, Aldo Ray, Alvin Baldock, Wilbur Robertson, Charles Barnes, Bill Martin, Mickey Knox, Sandro Giglio, Tito Vuolo",A star high school football player goes through the ups and downs of 'big-time' college athletics in the 1950's.,6.0,174,,,,,8.0,5.0
tt0043998,The Scarf,The Scarf,1951,1951-04-06,"Drama, Film-Noir, Thriller",93,USA,"English, Spanish",Ewald André Dupont,"Ewald André Dupont, Isadore Goldsmith",Gloria Productions Inc.,"John Ireland, Mercedes McCambridge, James Barton, Emlyn Williams, Lloyd Gough, Basil Ruysdael, David Bauer","A man believe to have murdered a woman, escapes from the insane asylum to find if he was the one to actually kill her using the scarf she was wearing.",6.7,400,,,,,21.0,4.0
tt0043999,Scarlet Thread,Scarlet Thread,1951,1951-05-01,Drama,85,UK,English,Lewis Gilbert,"A.R. Rawlinson, Moie Charles",Nettlefold Films,"Kathleen Byron, Laurence Harvey, Sydney Tafler, Dora Bryan, Renee Kelly, Arthur Hill, Cyril Chamberlain, Hylton Allen, Harry Fowler, Eliot Makeham",Two villains team up to steal some jewelry. The robbery goes wrong and an innocent man is shot.,5.5,115,,,,,8.0,
tt0044000,Lo sceicco bianco,Lo sceicco bianco,1952,1955-04-15,"Comedy, Drama",86,Italy,Italian,Federico Fellini,"Michelangelo Antonioni, Federico Fellini",OFI,"Alberto Sordi, Brunella Bovo, Leopoldo Trieste, Giulietta Masina, Ernesto Almirante, Lilia Landi, Fanny Marchiò, Gina Mascetti, Jole Silvani, Enzo Maggio, Anna Primula, Mimo Billi, Armando Libianchi, Ugo Attanasio, Giulio Moreschi","During a day in their honeymoon, a couple is separated by the city's lust and the desires it produces.",7.2,5117,,$ 50850,$ 68940,,24.0,32.0
tt0044008,Lo schiavo dell'oro,Scrooge,1951,1951-11-30,"Drama, Fantasy",86,UK,English,Brian Desmond Hurst,"Charles Dickens, Noel Langley",George Minter Productions,"Alastair Sim, Kathleen Harrison, Mervyn Johns, Hermione Baddeley, Michael Hordern, George Cole, John Charlesworth, Francis De Wolff, Rona Anderson, Carol Marsh, Brian Worth, Miles Malleson, Ernest Thesiger, Glyn Dearman, Michael Dolan","Ebenezer Scrooge, a curmudgeonly, miserly businessman, has no time for sentimentality and largely views Christmas as a waste of time. However, this Christmas Eve he will be visited by three spirits who will show him the errors of his ways.",8.1,19323,,,,,240.0,64.0
tt0044012,Il vascello misterioso,Sealed Cargo,1951,1951-05-19,"Drama, Romance, War",90,USA,"English, Danish, German",Alfred L. Werker,"Dale Van Every, Oliver H.P. Garrett",RKO Radio Pictures,"Dana Andrews, Carla Balenda, Claude Rains, Philip Dorn, Onslow Stevens, Skip Homeier, Eric Feldary, J.M. Kerrigan, Arthur Shields, Morgan Farley","In 1943, an American fishing boat has a fateful encounter with a seriously damaged Danish schooner off of Canada's Atlantic coast.",6.7,649,,,,,15.0,5.0
tt0044013,La seconda moglie,The Second Woman,1950,1950-07-07,"Drama, Film-Noir, Mystery",91,USA,English,James V. Kern,"Mort Briskin, Robert Smith",Harry Popkin Productions,"Robert Young, Betsy Drake, John Sutton, Florence Bates, Morris Carnovsky, Henry O'Neill, Jean Rogers, Raymond Largay, Shirley Ballard, Vici Raaf, Jason Robards Sr., Steven Geray, Jimmie Dodd, Smoki Whitfield, Cliff Clark","In flashback from a 'Rebecca'-style beginning: Ellen Foster, visiting her aunt on the California coast, meets neighbor Jeff Cohalan and his ultramodern clifftop house. Ellen is strongly ...",6.4,971,,,,,42.0,7.0
tt0044014,Secret People,Secret People,1952,1952-05-05,"Crime, Drama",96,UK,English,Thorold Dickinson,"Thorold Dickinson, Joyce Cary",Ealing Studios,"Valentina Cortese, Serge Reggiani, Charles Goldner, Audrey Hepburn, Angela Fouldes, Megs Jenkins, Irene Worth, Reginald Tate, Norman Williams, Michael Shepley, Athene Seyler, Sydney Tafler, Geoffrey Hibbert, John Ruddock, Michael Allan",This tale of intrigue finds Valentina Cortese involved in an assassination plot. She helps the police apprehend the conspirators after an innocent bystander is accidentally killed.,6.2,501,,,,,14.0,4.0
