imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0181845,Sveto mesto,Sveto mesto,1990,1990-09-29,"Drama, Horror",90,Yugoslavia,Serbo-Croatian,Djordje Kadijevic,"Nikolay Gogol, Djordje Kadijevic",Magna Plus,"Dragan Jovanovic, Branka Pujic, Aleksandar Bercek, Mira Banjac, Danilo Lazovic, Maja Sabljic, Predrag Miletic, Rados Bajic, Dragan Petrovic-Pele, Dusan Janicijevic, Mihajlo 'Bata' Paskaljevic, Igor Pervic, Dragan Zaric, Slavoljub Plavsic-Zvonce, Dragomir Stanojevic","Sveto mesto (A Holy Place, 1990) is based on a literary classic, Nikolai Gogol's 1835 short story, 'Viy'. However, Kadijevic uses it only as a starting point for his own explorations into ...",7.4,812,,,,,9.0,5.0
tt0181850,Teach Me Tonight,Teach Me Tonight,1997,1997,"Mystery, Romance, Thriller",92,USA,English,Rick Blaine,David Keith Miller,Playboy Entertainment Group,"Judy Thompson, Kim Yates, Jack Becker, John Logan, Chriss McCatti, William Briganti, Rob Moses, Adam Wilde, Cece Tsou","Michael and Janie are a pair of young grad students living together on a quiet college campus. One day, Janie discovers that Michael has been cheating on her. She walks out on him, only to ...",4.5,251,,,,,8.0,2.0
tt0181852,Terminator 3 - Le macchine ribelli,Terminator 3: Rise of the Machines,2003,2003-09-19,"Action, Sci-Fi",109,"USA, Germany, UK",English,Jonathan Mostow,"John Brancato, Michael Ferris",C-2 Pictures,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Earl Boen, Moira Sinise, Chopper Bernet, Christopher Lawford, Carolyn Hennesy, Jay Acovone, M.C. Gainey, Susan Merson, Elizabeth Morehead",A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.,6.3,371749,$ 200000000,$ 150371112,$ 433371112,66.0,1721.0,292.0
tt0181865,Traffic,Traffic,2000,2001-03-09,"Crime, Drama, Thriller",147,"USA, Mexico, Germany","English, Spanish",Steven Soderbergh,"Simon Moore, Stephen Gaghan",Compulsion Inc.,"Benicio Del Toro, Jacob Vargas, Andrew Chavez, Michael Saucedo, Tomas Milian, Jose Yenque, Emilio Rivera, Michael O'Neill, Michael Douglas, Russell G. Jones, Lorene Hetherington, Eric Collins, Beau Holden, Peter Stader, James Lew","A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",7.6,193193,$ 48000000,$ 124115725,$ 207515725,86.0,897.0,201.0
tt0181868,Treasure Island,Treasure Island,1999,1999-01-24,Drama,86,USA,English,Scott King,Scott King,King Pictures,"Lance Baker, Nick Offerman, Jonah Blechman, Pat Healy, Suzy Nakamura, Rachel Singer, Stephanie Ittleson, Daisy Hall, Caveh Zahedi, Victor Raider-Wexler, Scot Thomas Robinson, Dolph Scott, Bob Byington, George Hirschmann, Becket Cook",This film has nothing to do with Robert Louis Stevenson's classic story. Rather this movie is about the World War II naval base called Treasure Island that was located in San Francisco Bay....,4.8,151,,,,,5.0,16.0
tt0181875,Quasi famosi,Almost Famous,2000,2001-04-27,"Adventure, Comedy, Drama",122,USA,"English, French",Cameron Crowe,Cameron Crowe,Columbia Pictures,"Billy Crudup, Frances McDormand, Kate Hudson, Jason Lee, Patrick Fugit, Zooey Deschanel, Michael Angarano, Anna Paquin, Fairuza Balk, Noah Taylor, John Fedevich, Mark Kozelek, Philip Seymour Hoffman, Liz Stauber, Jimmy Fallon",A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,7.9,247626,$ 60000000,$ 32534850,$ 47383689,90.0,867.0,154.0
tt0181882,Victor...,Victor... pendant qu'il est trop tard,1998,1999-09-17,Drama,88,France,French,Sandrine Veysset,"Denis Belloc, Sandrine Veysset",ARTE,"Jérémy Chaix, Lydia Andrei, Mathieu Lané, Skan Guenin, Chantal Malebert, Paulette Benson, Nicole Richard, Maryline Destor, Laurent Fruleux, Catherine Winterman, Andrée Veysset, Linda Bauer, Mohamed Bouras, Valérie Bourrioux, Roger Bouyol",Young Victor experiences a traumatic flight from abusive parents and discovers a new mother in the prostitute Trish.,6.0,116,,,,,3.0,2.0
tt0181890,Vreme cuda,Vreme cuda,1989,1989-12-18,Drama,98,"Yugoslavia, UK",Serbo-Croatian,Goran Paskaljevic,"Goran Paskaljevic, Borislav Pekic",Channel 4 Television Corporation,"Predrag 'Miki' Manojlovic, Dragan Maksimovic, Mirjana Karanovic, Danilo 'Bata' Stojkovic, Svetozar Cvetkovic, Mirjana Jokovic, Ljuba Tadic, Slobodan 'Boda' Ninkovic, Dusan Janicijevic, Stojan 'Stole' Arandjelovic, Ljiljana Jovanovic, Neda Arneric, Radmila Savicevic, Stojan Decermic, Dragomir Felba","September 1945. The village school was burned down in a fire and the new communist authorities get into the church, hanging the flag of the Communist Party and overpaint frescoes. But, frescoes each time miraculously returned.",7.4,406,,,,,3.0,
tt0181892,Vulpe - vânator,Vulpe - vânator,1993,1993-02-22,"Drama, History",102,"Romania, Germany",Romanian,Stere Gulea,"Harry Merkle, Herta Müller",Ecco-Film Berlin,"George Alexandru, Cristina Catalina, Dan Condurache, Mara Grigore, Claudiu Istodor, Vasile Iusan, Catalina Mustata, Oana Pellea, Marian Rálea, Adrian Titieni, Dorel Visan","Inspired by the overthrow of the Ceausescu regime in Romania, this novelistic feature examines the questions of a society after a revolution has happened, such as guilt and atonement and ...",7.1,141,,,,,,
tt0181907,Youngblood,Youngblood,1978,1978-05-24,"Action, Crime, Drama",90,USA,English,Noel Nosseck,Paul Carter Harrison,Cinema 77,"Lawrence Hilton-Jacobs, Bryan O'Dell, Renn Woods, Tony Allen, Vince Cannon, Art Evans, Jeff Hollis, David Pendleton, Ron Trice, Sheila Wills, Ralph Farquhar, Herb Rice, Lionel Mark Smith, Maurice Sneed, Ann Weldon",A gang war/drug story set in a Los Angeles ghetto about the coming of age of a 15-year-old black youth.,5.9,206,,,,,5.0,7.0
